Date,JSE.ABSP.Close,JSE.BVT.Close,JSE.FSR.Close,JSE.NBKP.Close,JSE.RMH.Close,JSE.SBK.Close,JSE.SLM.Close
2008/04/21,83400,12080,1633,1000,2599,9165,2060
2008/04/22,83400,11802,1635,997,2550,9100,2025
2008/04/23,85500,11787,1633,1000,2562,8999,1999
2008/04/24,84000,11583,1596,997,2500,8750,1990
2008/04/25,83000,11609,1586,1000,2435,8659,1996
2008/04/29,83200,11189,1581,993,2461,8800,2006
2008/04/30,83205,11290,1566,995,2488,9000,2000
2008/05/06,85000,10941,1550,990,2450,8901,1980
2008/05/07,85000,11386,1540,995,2446,8951,1960
2008/05/08,84000,11386,1561,985,2470,8900,2000
2008/05/09,84499,11347,1555,1002,2495,8849,2000
2008/05/12,84498,11262,1545,990,2485,8880,2010
2008/05/13,84498,11524,1555,980,2481,8790,2006
2008/05/14,84000,11658,1570,980,2480,8740,2003
2008/05/15,83000,11782,1584,970,2530,8660,2000
2008/05/16,83000,11649,1580,975,2510,8720,1963
2008/05/19,83000,11480,1544,971,2451,8800,1962
2008/05/20,83600,11272,1535,981,2445,8800,1960
2008/05/21,84000,11188,1540,985,2420,8690,1976
2008/05/22,84100,11177,1515,990,2400,8701,1981
2008/05/23,84100,11089,1520,990,2385,8726,1965
2008/05/26,83750,11114,1518,995,2410,8745,1945
2008/05/28,83600,10990,1479,970,2376,8725,1980
2008/05/29,83000,10736,1441,969,2320,8521,1931
2008/05/30,82100,10619,1470,960,2372,8310,1930
2008/06/02,81600,10692,1461,955,2340,8170,1930
2008/06/03,81801,10693,1433,970,2308,8100,1930
2008/06/04,82000,10540,1483,976,2380,8400,1921
2008/06/05,82000,10782,1507,990,2382,8499,1949
2008/06/06,82000,10594,1448,974,2345,8475,1910
2008/06/09,82500,10781,1418,972,2280,8139,1890
2008/06/10,81900,10463,1392,970,2251,8055,1858
2008/06/11,81700,10273,1376,960,2200,8000,1795
2008/06/12,81500,10693,1384,950,2215,8150,1829
2008/06/13,81500,10396,1353,951,2170,8006,1797
2008/06/17,81500,10149,1334,975,2140,7840,1775
2008/06/18,81500,10119,1325,985,2125,7801,1740
2008/06/19,81550,10198,1321,990,2134,7735,1727
2008/06/20,81800,10248,1324,985,2140,7600,1730
2008/06/23,81500,10153,1313,980,2092,7396,1681
2008/06/24,81500,10099,1290,970,2076,7280,1645
2008/06/25,82000,10183,1305,995,2105,7675,1670
2008/06/26,81700,9802,1300,994,2100,7455,1670
2008/06/27,81900,9760,1335,994,2158,7576,1695
2008/06/30,81775,9741,1330,998,2100,7630,1660
2008/07/01,81800,9287,1309,995,2119,7410,1585
2008/07/02,81801,9524,1315,971,2092,7525,1590
2008/07/03,81900,9228,1304,965,2042,7255,1542
2008/07/04,81900,9307,1303,975,2071,7276,1554
2008/07/07,81800,9060,1348,950,2110,7720,1522
2008/07/08,81800,8886,1360,950,2146,7630,1520
2008/07/09,81750,8910,1400,970,2220,7716,1500
2008/07/10,81800,8842,1396,980,2211,7680,1525
2008/07/11,81800,8792,1372,965,2205,7480,1535
2008/07/14,82000,8782,1338,965,2193,7490,1503
2008/07/15,82000,8861,1329,975,2179,7500,1505
2008/07/16,83000,9064,1480,970,2348,7993,1531
2008/07/17,83000,10012,1550,990,2485,8450,1724
2008/07/18,85000,10198,1501,1005,2401,8510,1752
2008/07/21,84400,10000,1471,996,2315,8040,1659
2008/07/22,84400,9700,1460,995,2245,7830,1640
2008/07/23,84400,9719,1550,1000,2375,8500,1779
2008/07/24,84400,9698,1589,1000,2489,8849,1745
2008/07/25,84300,9356,1527,1020,2380,8774,1680
2008/07/28,84400,9455,1524,1015,2424,8750,1640
2008/07/29,84400,9450,1600,1020,2520,8952,1684
2008/07/30,84400,9851,1642,1025,2618,8995,1750
2008/07/31,84450,10050,1672,1020,2600,9090,1760
2008/08/01,84550,9653,1620,1028,2475,8622,1755
2008/08/04,84500,9926,1628,1040,2476,8701,1740
2008/08/05,85000,10261,1618,1060,2460,8750,1803
2008/08/06,86001,10168,1585,1061,2410,8772,1785
2008/08/07,86200,10025,1599,1060,2432,8704,1751
2008/08/08,86205,10050,1578,1070,2420,8715,1760
2008/08/11,87500,10296,1606,1100,2428,9000,1784
2008/08/12,89999,10149,1559,1095,2400,9090,1810
2008/08/13,89900,10400,1527,1095,2400,9000,1782
2008/08/14,89900,10550,1546,1100,2410,8990,1820
2008/08/15,89970,10817,1633,1100,2496,8870,1825
2008/08/18,90000,10891,1611,1080,2463,8812,1789
2008/08/19,89900,10297,1529,1070,2399,8449,1743
2008/08/20,89900,10291,1510,1072,2418,8385,1780
2008/08/21,89700,10545,1507,1110,2365,8420,1787
2008/08/22,89600,10644,1510,1075,2415,8500,1805
2008/08/25,84499,10683,1540,1025,2450,8532,1780
2008/08/26,84000,10594,1524,1000,2445,8500,1752
2008/08/27,84300,10743,1610,1000,2515,8800,1732
2008/08/28,84300,11238,1674,1010,2670,9200,1840
2008/08/29,84500,11290,1642,1010,2617,9000,1776
2008/09/01,84400,11109,1650,1000,2562,8971,1760
2008/09/02,84300,11089,1660,1005,2560,9143,1777
2008/09/03,84150,11089,1660,1005,2558,9048,1760
2008/09/04,84150,11189,1665,1005,2550,9069,1725
2008/09/05,84011,11287,1656,990,2540,9040,1705
2008/09/08,84150,11691,1731,991,2700,9515,1824
2008/09/09,84150,11584,1728,994,2695,9288,1830
2008/09/10,84150,11600,1753,994,2700,9350,1840
2008/09/11,84175,11584,1669,1000,2600,8890,1830
2008/09/12,84400,11545,1700,1000,2600,8990,1840
2008/09/15,84300,11386,1662,980,2530,8800,1810
2008/09/16,84500,11140,1625,995,2520,8767,1771
2008/09/17,85000,10940,1581,995,2360,8298,1701
2008/09/18,85000,10495,1550,983,2350,8088,1693
2008/09/19,85000,10911,1645,980,2600,8920,1780
2008/09/22,85000,11500,1745,983,2705,9230,1800
2008/09/23,85850,10396,1625,985,2585,8750,1706
2008/09/25,85850,10594,1675,980,2640,8890,1740
2008/09/26,85845,10643,1680,975,2620,8850,1748
2008/09/29,85000,10000,1617,977,2471,8580,1650
2008/09/30,84750,10337,1671,976,2600,9353,1760
2008/10/01,84500,10198,1644,967,2480,8781,1800
2008/10/02,84205,9950,1626,970,2480,8690,1760
2008/10/03,84200,9901,1605,960,2579,8700,1780
2008/10/06,83500,9427,1475,950,2287,7835,1620
2008/10/07,83400,10050,1514,945,2400,7900,1700
2008/10/08,82800,9406,1480,930,2261,7700,1770
2008/10/09,82000,9505,1499,935,2265,7700,1685
2008/10/10,81000,9356,1452,930,2299,7441,1635
2008/10/13,80900,9752,1450,940,2300,7700,1680
2008/10/14,80790,10297,1500,940,2445,8100,1770
2008/10/15,80500,9900,1510,938,2300,8000,1710
2008/10/16,80100,9600,1438,925,2225,7751,1650
2008/10/17,80100,9079,1376,925,2131,7505,1545
2008/10/20,80100,9454,1318,930,2100,7700,1496
2008/10/21,80100,9901,1294,930,2060,7490,1510
2008/10/22,79600,9455,1197,930,1900,7000,1435
2008/10/23,79400,9505,1172,930,1850,6999,1525
2008/10/24,77100,9287,1215,925,1990,7290,1490
2008/10/27,76700,9405,1170,900,1900,7050,1488
2008/10/28,77000,9257,1220,912,1985,7370,1575
2008/10/29,78400,10000,1274,905,2010,7530,1600
2008/10/30,78005,9900,1340,909,2150,7730,1650
2008/10/31,78300,10297,1399,915,2269,7700,1590
2008/11/03,78500,10391,1416,910,2290,7900,1560
2008/11/04,78500,10322,1428,910,2233,7950,1630
2008/11/05,79000,10250,1381,910,2268,7500,1608
2008/11/06,79100,9579,1360,910,2175,7370,1611
2008/11/07,80800,9850,1364,915,2228,7401,1668
2008/11/10,80020,9750,1450,950,2280,7650,1628
2008/11/11,80700,9170,1385,1000,2210,7415,1590
2008/11/12,81000,9260,1401,985,2265,7450,1645
2008/11/13,80999,9158,1375,965,2246,7451,1580
2008/11/14,80700,9520,1390,960,2300,7475,1628
2008/11/17,80000,9520,1368,963,2210,7340,1650
2008/11/18,80000,9109,1361,965,2180,7379,1620
2008/11/19,79999,8911,1410,975,2220,7700,1636
2008/11/20,79998,8900,1370,981,2294,7560,1638
2008/11/21,81500,9060,1370,985,2210,7350,1640
2008/11/24,84000,9149,1411,1000,2250,7450,1600
2008/11/25,84000,9248,1500,1000,2400,8000,1657
2008/11/26,83950,9158,1550,1000,2490,8100,1655
2008/11/27,84200,9406,1615,1000,2550,8400,1705
2008/11/28,84200,9426,1650,970,2669,8658,1650
2008/12/01,84100,9505,1650,975,2510,8365,1708
2008/12/02,84000,9728,1455,970,2345,7764,1650
2008/12/03,83995,9950,1415,970,2230,7615,1632
2008/12/04,83700,10391,1468,970,2420,7960,1660
2008/12/05,83995,10053,1524,975,2498,8100,1720
2008/12/08,84100,10312,1610,995,2630,8270,1745
2008/12/09,84000,10297,1643,1000,2630,8259,1848
2008/12/10,84300,10198,1600,990,2600,8349,1845
2008/12/11,85000,10100,1511,990,2450,8199,1772
2008/12/12,85000,9752,1484,992,2370,7933,1778
2008/12/15,85010,9652,1502,992,2340,8150,1780
2008/12/17,85300,10096,1595,1000,2520,8719,1760
2008/12/18,87200,10099,1690,995,2674,9050,1760
2008/12/19,87200,10099,1585,1000,2411,8380,1740
2008/12/22,87201,10000,1504,1000,2300,8450,1661
2008/12/23,87202,10099,1530,1000,2425,8450,1698
2008/12/24,87300,10000,1560,1000,2389,8211,1685
2008/12/29,87300,10171,1590,990,2451,8300,1690
2008/12/30,87300,10346,1592,990,2504,8300,1729
2008/12/31,87310,10391,1611,990,2570,8300,1700
2009/01/02,87203,10198,1578,990,2467,8150,1690
2009/01/05,87300,10198,1585,990,2525,8490,1697
2009/01/06,87350,10644,1664,995,2588,8521,1749
2009/01/07,87900,10311,1585,1005,2500,8500,1700
2009/01/08,87900,10239,1540,1010,2435,8175,1700
2009/01/09,87900,10396,1570,1010,2510,8607,1720
2009/01/12,87900,10359,1600,1015,2530,8639,1735
2009/01/13,88500,10396,1584,1015,2500,8401,1712
2009/01/14,88500,10247,1570,1029,2385,8325,1667
2009/01/15,89500,10099,1459,1025,2331,8148,1649
2009/01/16,90000,9901,1511,1005,2393,8100,1654
2009/01/19,90000,9606,1417,1010,2215,7730,1660
2009/01/20,89999,9767,1415,1009,2240,7700,1615
2009/01/21,88501,10198,1435,1000,2220,7680,1600
2009/01/22,86800,9636,1365,979,2187,7340,1639
2009/01/23,87200,9356,1301,975,2129,7200,1561
2009/01/26,86800,9455,1330,980,2085,7100,1575
2009/01/27,85500,9920,1420,970,2200,7525,1660
2009/01/28,85500,9700,1540,970,2360,7700,1710
2009/01/29,85450,9832,1506,979,2320,7150,1641
2009/01/30,85250,9900,1490,973,2295,7090,1620
2009/02/02,85000,9802,1390,962,2117,6750,1575
2009/02/03,85500,9624,1425,981,2225,7000,1630
2009/02/04,85500,9802,1467,1000,2325,7231,1653
2009/02/05,88000,9704,1423,985,2250,7172,1635
2009/02/06,88000,9880,1510,1005,2460,7629,1670
2009/02/09,88000,9842,1540,1005,2360,7700,1690
2009/02/10,88000,9891,1520,1010,2404,7684,1650
2009/02/11,88001,9807,1485,1010,2310,7430,1640
2009/02/12,88900,9792,1448,1010,2350,7050,1655
2009/02/13,89000,9407,1430,1014,2230,7080,1636
2009/02/16,88900,9327,1392,1006,2170,6950,1581
2009/02/17,88200,9060,1320,1009,2100,6775,1586
2009/02/18,88500,8910,1300,1010,2060,6875,1585
2009/02/19,88050,8812,1260,1008,2004,6650,1585
2009/02/20,88050,8578,1181,1010,1930,6300,1550
2009/02/23,88000,8653,1210,1010,1942,6461,1574
2009/02/24,87500,8317,1218,1010,2018,6270,1562
2009/02/25,87400,8737,1220,1005,2017,6450,1565
2009/02/26,86000,8900,1275,1007,2075,6717,1605
2009/02/27,87290,8218,1205,1005,1925,6500,1528
2009/03/02,82200,7822,1150,1007,1800,6200,1552
2009/03/03,81900,7866,1116,1007,1865,6050,1501
2009/03/04,81900,7921,1160,1010,1840,6015,1472
2009/03/05,81880,7873,1140,1010,1815,6239,1460
2009/03/06,81800,7822,1175,1005,1805,6285,1394
2009/03/09,81700,7673,1135,1010,1804,6285,1449
2009/03/10,81700,7816,1136,1010,1817,6975,1478
2009/03/11,81700,8015,1187,1002,1840,7560,1490
2009/03/12,81700,8130,1230,1001,1950,7500,1481
2009/03/13,81705,8416,1200,1009,1921,7825,1515
2009/03/16,81900,8485,1170,1008,1900,7699,1547
2009/03/17,81710,8421,1128,1006,1845,7375,1539
2009/03/18,81900,8510,1154,1001,1925,7610,1470
2009/03/19,82000,9010,1222,1005,2002,7950,1526
2009/03/20,83000,9108,1220,1007,2000,7698,1496
2009/03/23,84500,9200,1268,955,2085,8220,1568
2009/03/24,84500,9066,1310,955,2112,8328,1560
2009/03/25,84500,8975,1363,970,2225,8658,1650
2009/03/26,84500,9100,1270,968,2115,8110,1690
2009/03/27,84300,8849,1250,967,2074,7800,1665
2009/03/30,85000,8445,1190,956,1985,7671,1652
2009/03/31,85110,8795,1206,950,2060,7950,1684
2009/04/01,85200,8940,1280,955,2031,7890,1714
2009/04/02,86500,9200,1330,950,2180,8150,1772
2009/04/03,86600,9190,1380,959,2201,8180,1743
2009/04/06,86600,9090,1341,950,2208,8199,1765
2009/04/07,86600,8991,1339,1000,2150,8000,1699
2009/04/08,86600,9200,1302,996,2085,7900,1665
2009/04/09,86600,9097,1350,975,2250,8400,1668
2009/04/14,86500,9430,1400,990,2300,8616,1708
2009/04/15,88000,9250,1372,990,2297,8675,1718
2009/04/16,88800,9099,1320,990,2205,8622,1700
2009/04/17,88900,9000,1325,995,2200,8635,1619
2009/04/20,88000,8900,1250,990,2100,8180,1535
2009/04/21,86700,8601,1210,965,2015,7900,1513
2009/04/23,86400,8786,1275,970,2047,8100,1550
2009/04/24,86658,8740,1250,980,2050,8000,1570
2009/04/28,87300,9000,1299,985,2117,8020,1583
2009/04/29,87500,8930,1336,992,2177,8070,1600
2009/04/30,87500,9000,1305,998,2240,8250,1590
2009/05/04,87500,9000,1383,997,2310,8650,1639
2009/05/05,87350,9125,1380,996,2293,8498,1685
2009/05/06,87650,9450,1360,1000,2247,8340,1750
2009/05/07,87350,9200,1321,1005,2180,8060,1661
2009/05/08,88500,9400,1325,1012,2199,8160,1725
2009/05/11,88500,9300,1310,1018,2203,8260,1726
2009/05/12,88500,9350,1334,1018,2225,8320,1768
2009/05/13,88400,9100,1300,1018,2141,8050,1710
2009/05/14,88295,9050,1280,1020,2135,8130,1683
2009/05/15,87600,9425,1312,1025,2190,8180,1726
2009/05/18,87550,9400,1353,1025,2250,8450,1770
2009/05/19,87550,9701,1390,1035,2316,8720,1785
2009/05/20,87300,9525,1420,1040,2325,8799,1776
2009/05/21,87000,9455,1370,1040,2275,8550,1750
2009/05/22,87000,9500,1400,1050,2307,8560,1780
2009/05/25,87500,9525,1352,1050,2230,8400,1743
2009/05/26,87046,9290,1347,1065,2248,8450,1725
2009/05/27,89000,9320,1380,1060,2235,8525,1753
2009/05/28,89000,9200,1377,1050,2250,8321,1750
2009/05/29,88300,9320,1365,1050,2205,8250,1715
2009/06/01,89000,9561,1385,1060,2251,8536,1725
2009/06/02,88200,9580,1346,1060,2235,8600,1709
2009/06/03,88500,9550,1344,1055,2205,8510,1682
2009/06/04,88500,9800,1354,1060,2215,8565,1699
2009/06/05,88500,9700,1330,1065,2187,8490,1685
2009/06/08,88500,9655,1331,1059,2150,8410,1695
2009/06/09,88510,9700,1344,1063,2156,8360,1710
2009/06/10,88510,9600,1355,1065,2205,8550,1724
2009/06/11,88900,9700,1360,1060,2200,8450,1695
2009/06/12,88521,9665,1385,1055,2230,8490,1700
2009/06/15,88600,9700,1390,1065,2256,8580,1714
2009/06/17,88700,9259.01,1356.75,1066,2205.14,8499.65,1680
2009/06/18,88600,9300.25,1369.77,1060,2212.75,8506.52,1692.03
2009/06/19,88521,9590,1372.35,1055,2235,8540.03,1705
2009/06/22,88500,9402.03,1336.62,1052,2212.63,8330,1680.92
2009/06/23,88300,9251,1283.42,1055,2152.52,8097.77,1661.76
2009/06/24,87000,9266.6,1325,1053,2190.39,8276.6,1685.12
2009/06/25,87000,9460.7,1369.79,1050,2244.7,8619,1750.74
2009/06/26,87000,9636.17,1377.18,1050,2264.98,8704.96,1764.53
2009/06/29,86995,9548.55,1376.96,1005,2348,9100,1775.86
2009/06/30,86000,9674,1406,995,2345,8926.5,1724.6
2009/07/01,80100,9685.37,1416.58,990,2378.94,9020.67,1735.55
2009/07/02,85600,9657.47,1406.49,1002,2355.72,8974,1741.24
2009/07/03,85000,9600,1408.07,1010,2368.83,8914.16,1737.08
2009/07/06,86000,9329,1392,1040,2336.33,8811,1706.82
2009/07/07,86049,9506.86,1414,1030,2412,8906.03,1714
2009/07/08,85000,9369.95,1439,1020,2382,8923.01,1710
2009/07/09,86399,9510.88,1446,1030,2423.72,9205.54,1720
2009/07/10,87000,9589.89,1443.52,1039,2427.89,9189.54,1705.2
2009/07/13,86500,9767.98,1451.25,1020,2459.23,9325.02,1718.74
2009/07/14,87050,10061.47,1506.46,1021,2467,9375,1769.55
2009/07/15,87055,10398,1530,1030,2563,9539.26,1866
2009/07/16,87125,10419.56,1519,1040,2556.27,9605.7,1857.46
2009/07/17,87300,10384.57,1498.5,1045,2511.9,9603.16,1825
2009/07/20,88150,10400,1539.4,1041,2545.88,9545,1870.31
2009/07/21,88250,10341,1564.32,1045,2580,9600.94,1891.61
2009/07/22,88201,10400,1536.16,1045,2532.36,9601.18,1899
2009/07/23,88190,10466,1530.43,1040,2547.71,9653,1894.18
2009/07/24,87050,10650,1552.84,1040,2572.11,9700,1952.07
2009/07/27,87500,10675,1556.84,1040,2573.08,9617,1950.14
2009/07/28,87126,10712.53,1515.95,1040,2519.44,9675.37,1980.3
2009/07/29,86968.81,10480,1497.27,1042.73,2450.33,9298,1942.26
2009/07/30,87000,10430.68,1525,1050,2492.43,9297.38,1951.29
2009/07/31,87000,10761.04,1505.4,1050,2491.99,9345.24,1979.23
2009/08/03,86500,10900,1529.24,1012,2527.93,9526,1997.87
2009/08/04,87000,10780,1531.79,1015,2539.57,9409.26,2029.55
2009/08/05,87000,10701,1533.85,1030,2523.03,9233.63,2084.65
2009/08/06,87000,10577.13,1541.31,1035,2532.86,9393.41,2070.32
2009/08/11,86999,10803.3,1490.95,1033,2560.04,9536.93,2032.97
2009/08/12,87000,10442,1485,1020,2460,9514.34,2006
2009/08/13,86700,10395.55,1510.53,1020,2502.28,9650,2011.04
2009/08/14,86500,10508.23,1485.54,1020,2472.66,9413.13,1986.96
2009/08/17,86500,10467.54,1461.27,1040,2420.77,9083.6,1961.33
2009/08/18,86500,10482.68,1482.56,1040,2439.04,9228.3,1951.88
2009/08/19,86400,10405.68,1468,1038,2403.92,9191.54,1948.35
2009/08/20,85000,10572.75,1481.05,1035,2462.55,9161.56,1962.75
2009/08/21,86000,10793.2,1473.87,1040,2513.74,9359.37,1985.78
2009/08/24,82850,10942.91,1550,990,2595,9759.8,2041
2009/08/25,82600,10977.13,1553.85,980,2619,9791.97,2038.62
2009/08/26,82600,10960.81,1588.33,980,2620,10015.16,2075
2009/08/27,82790,10926.59,1615,985,2657.28,9966.14,2071.75
2009/08/28,82800,11196.93,1616.62,990,2683.11,10025.28,2097.35
2009/08/31,83000,11027.62,1579.43,980,2645,9973.26,2057
2009/09/01,82706,11385.91,1591,985,2656,9988.42,2054
2009/09/02,82800,11299.56,1579.78,982,2609.57,9758.03,2056.42
2009/09/03,82850,11252.21,1550,990,2545,9617.29,2035
2009/09/04,82800,11297.6,1535.03,982,2561.88,9561.51,2040.67
2009/09/07,82700,11300,1542.78,985,2555,9540.54,2050
2009/09/08,82900,11495.57,1592.28,984,2626.93,9799.28,2059.32
2009/09/09,82200,11669.5,1577.6,975,2641.81,9850.48,2051.1
2009/09/10,82800,11811.37,1558.44,986,2622.43,9791.78,2029.81
2009/09/11,82700,11965.31,1571.53,975,2611.57,9926.36,2031.67
2009/09/14,82100,11716.75,1527.7,975,2595,9576.64,2037
2009/09/15,81720,11724.87,1505,976,2574.85,9564.39,2030.64
2009/09/16,81500,11779.75,1572.28,978,2599.78,9693.69,2036.66
2009/09/17,82400,12019.38,1627.34,976,2733.35,9970.35,2085
2009/09/18,82200,11988.81,1644.04,976,2755.42,10001.55,2071.33
2009/09/21,82200,11933,1635,982,2740,9981.08,2054.1
2009/09/22,82000,11912.51,1655.31,980,2809,10215.75,2055.66
2009/09/23,81650,11919,1650,972,2720,9819,2050
2009/09/25,81085,11915.45,1636.78,965,2790,9657.84,2058.58
2009/09/28,81000,11846.58,1669.96,960,2776.61,9820.59,2047.27
2009/09/29,80150,11808.41,1661.84,960,2744,9779,2057.77
2009/09/30,80100,11885.05,1665,958,2732,9715,2060.34
2009/10/01,79000,11825,1653.89,955,2748.55,9694.57,2068.33
2009/10/02,79000,11618.38,1599.57,956,2651.48,9471.36,2016.61
2009/10/05,79000,11658.12,1591,956,2640.71,9424.28,1966.33
2009/10/06,79200,11686.59,1623.16,956,2690.52,9597.81,1973.48
2009/10/07,80000,11678.8,1625.64,974,2692.88,9639.16,2006.44
2009/10/08,81000,11871,1644.17,986,2714.59,9709.03,2030.98
2009/10/09,81000,11874.06,1630,989,2692.26,9629.14,2002.92
2009/10/12,81000,12055,1625,995,2705,9850,2040
2009/10/13,82100,12099,1670,998,2734,9969,2020
2009/10/14,82700,12200,1720,998,2800,10400,2053
2009/10/15,83500,12080,1715,999,2820,10294,2135
2009/10/16,83999,11935,1682,1000,2720,10000,2100
2009/10/19,85000,12177,1710,1000,2800,10250,2105
2009/10/20,85000,12199,1715,1000,2827,10169,2135
2009/10/21,84600,12301,1765,1005,2900,10400,2150
2009/10/22,84621,12500,1765,1008,2865,10199,2180
2009/10/23,84700,12500,1758,1030,2890,9985,2144
2009/10/26,84702,12485,1741,1010,2814,9845,2140
2009/10/27,84400,12338,1730,1010,2829,9911,2130
2009/10/28,84700,12400,1720,1010,2828,9625,2098
2009/10/29,84300,12400,1790,1005,2920,9950,2136
2009/10/30,84000,12299,1779,1005,2865,9820,2155
2009/11/02,83850,11851,1725,1010,2783,9650,2086
2009/11/03,83900,11800,1689,1010,2745,9500,2097
2009/11/04,83000,11840,1673,1005,2745,9371,2081
2009/11/05,83786,11955,1690,1007,2705,9525,2070
2009/11/06,83100,11770,1635,1009,2647,9261,2081
2009/11/09,83800,11900,1718,1007,2766,9590,2137
2009/11/10,84000,12275,1750,1014,2775,9746,2165
2009/11/11,85000,12154,1730,1014,2825,9775,2214
2009/11/12,85000,11942,1758,1014,2866,9710,2214
2009/11/13,85500,12050,1729,1011,2773,9640,2217
2009/11/16,85500,12100,1741,1007,2831,9695,2260
2009/11/17,85000,12173,1735,1005,2830,9675,2224
2009/11/18,86000,12082,1746,1010,2826,9701,2173
2009/11/19,85000,12090,1725,1003,2822,9688,2214
2009/11/20,85000,11990,1730,1000,2760,9545,2159
2009/11/23,85000,11950,1746,1000,2800,9695,2231
2009/11/24,85100,11999,1780,1000,2837,9695,2220
2009/11/25,85250,11876,1770,995,2828,9710,2250
2009/11/26,85200,11700,1745,999,2750,9560,2201
2009/11/27,85000,11600,1744,990,2775,9680,2160
2009/11/30,84500,11987,1737,996,2800,9580,2215
2009/12/01,84500,12026,1754,997,2830,9700,2233
2009/12/02,84000,12145,1758,993,2833,9724,2270
2009/12/03,84000,12180,1745,990,2800,9719,2245
2009/12/04,84000,12120,1770,998,2770,9700,2233
2009/12/07,83000,12367,1765,998,2761,9675,2255
2009/12/08,82800,12580,1782,999,2824,9700,2245
2009/12/09,83100,12598,1790,995,2790,9850,2208
2009/12/10,82970,12650,1810,1000,2780,10040,2262
2009/12/11,83000,12685,1850,1000,2870,10098,2223
2009/12/14,83000,12700,1832,999,2895,10247,2255
2009/12/15,83210,12685,1814,998,2876,10200,2239
2009/12/17,83800,12550,1834,1009,2930,10190,2260
2009/12/18,83800,12650,1835,1010,2931,10200,2245
2009/12/21,85000,12583,1813,1010,2900,10150,2263
2009/12/22,83800,12512,1820,1018,2920,10215,2240
2009/12/23,85000,12700,1822,1015,2882,10198,2253
2009/12/24,84980,12700,1830,1005,2910,10275,2270
2009/12/28,84983,12925,1857,1003,2957,10300,2281
2009/12/29,84980,12778,1819,1005,2910,10076,2305
2009/12/30,84980,12682,1815,1005,2887,10160,2270
2009/12/31,84980,12900,1834,1005,2960,10200,2275
2010/01/04,83600,12851,1840,1000,2950,10150,2280
2010/01/05,83650,13000,1886,1000,3020,10395,2325
2010/01/06,83850,12935,1892,1010,3000,10380,2300
2010/01/07,84500,12801,1894,1010,3000,10300,2293
2010/01/08,84000,12781,1900,1005,3010,10299,2287
2010/01/11,84000,12800,1880,1007,2980,10250,2270
2010/01/12,84800,12810,1865,1009,2916,10320,2293
2010/01/13,84100,13073,1869,1010,2965,10258,2302
2010/01/14,85000,12875,1843,1004,2950,10320,2300
2010/01/15,85000,12850,1844,1010,2915,10425,2262
2010/01/18,86000,13050,1858,1020,3000,10500,2277
2010/01/19,85000,13105,1875,1020,3005,10597,2290
2010/01/20,86500,13399,1902,1030,3080,10800,2310
2010/01/21,86500,13225,1900,1030,3060,10800,2297
2010/01/22,87500,13080,1870,1050,3010,10439,2270
2010/01/25,89500,13000,1868,1060,3022,10525,2271
2010/01/26,89500,12645,1860,1031,3025,10500,2279
2010/01/27,88000,12786,1825,1050,3000,10550,2260
2010/01/28,88500,12950,1850,1056,3060,10797,2293
2010/01/29,89500,13117,1865,1050,3089,10885,2288
2010/02/01,89700,13100,1832.3,1050,3023.09,10797.06,2291.45
2010/02/02,91000,13151,1835,1060,3015,10701,2320.21
2010/02/03,91500,13282.98,1850,1070,3040,10795.54,2331.22
2010/02/04,91400,13293,1801,1085,2952,10600,2280
2010/02/05,90000,13051.21,1779.78,1060,2886,10237.94,2266.6
2010/02/08,89999,13075,1770,1064,2886,10381.39,2286.26
2010/02/09,90000,13220,1825,1075,2960,10700,2285
2010/02/10,89000,13220,1806,1065,2952,10515,2265
2010/02/11,90000,13355,1807,1080,2954,10420,2275
2010/02/12,90000,13190,1764,1080,2843,10370,2260
2010/02/15,90002,13395,1829,1080,3000,10600,2300
2010/02/16,90002,13299,1799,1090,2955,10697,2320
2010/02/17,90010,13220,1830,1081,2951,10900,2338
2010/02/18,90012,13380,1824,1091,3010,10855,2365
2010/02/19,91400,13275,1800,1100,2955,10801,2355
2010/02/22,90500,13200,1805,1100,2922,10674,2399
2010/02/23,90500,13048,1815,1095,2962,10550,2402
2010/02/24,90400,12960,1804,1100,2900,10580,2405
2010/02/25,90400,12978,1810,1100,2913,10625,2410
2010/02/26,90500,13200,1819,1090,2939,10746,2443
2010/03/01,91500,13375,1855,1090,2950,10950,2430
2010/03/02,90500,13540,1870,1095,3022,11100,2495
2010/03/03,90400,14000,1890,1093,3080,11090,2525
2010/03/04,90490,13950,1910,1100,3090,11194,2546
2010/03/05,90200,13700,1958,1100,3107,11265,2520
2010/03/08,86995,14043,1955,1075,3160,11440,2532
2010/03/09,87150,13850,1935,1100,3078,11201,2515
2010/03/10,87000,14057,1969,1085,3179,11293,2540
2010/03/11,87050,13800,1955,1099,3115,11239,2505
2010/03/12,87000,13950,1965,1100,3150,11450,2510
2010/03/15,86850,13899,1966,1086,3135,11255,2500
2010/03/16,86900,13875,1980,1095,3208,11400,2505
2010/03/17,86801,14225,2000,1100,3210,11700,2503
2010/03/18,86915,14450,2056,1103,3323,11800,2507
2010/03/19,86910,14150,2045,1059,3255,11680,2468
2010/03/23,86950,13730,2040,1059,3260,11612,2475
2010/03/24,87000,13550,2040,1050,3250,11573,2466
2010/03/25,86951,13650,2047,1058,3250,11580,2454
2010/03/26,86950,13540,1989,1050,3200,11480,2450
2010/03/29,86975,13473,1998,1046,3180,11390,2475
