Date,JSE.ABSP.Close,JSE.BVT.Close,JSE.FSR.Close,JSE.NBKP.Close,JSE.RMH.Close,JSE.SBK.Close,JSE.SLM.Close
2010/03/30,87084,13480,2005,1055,3147,11375,2451
2010/03/31,88000,13625,2020,1053,3237,11460,2487
2010/04/01,88000,13572,2020,1041,3220,11475,2453
2010/04/06,88000,13811,2026,1059,3250,11735,2458
2010/04/07,87500,14165,2049,1060,3280,11699,2473
2010/04/08,87200,13805,1967,1057,3174,11525,2435
2010/04/09,87495,13835,1995,1060,3277,11700,2464
2010/04/12,87500,13500,1977,1055,3233,11455,2477
2010/04/13,87500,13401,1980,1062,3228,11420,2480
2010/04/14,87250,13500,2015,1100,3287,11550,2505
2010/04/15,87150,13490,2012,1070,3288,11700,2540
2010/04/16,87500,13360,2000,1050,3275,11525,2515
2010/04/19,87400,13322,1989,1060,3250,11201,2390
2010/04/20,87500,13537,2024,1053,3300,11360,2375
2010/04/21,87100,13576,2015,1052,3338,11304,2360
2010/04/22,87125,13442,1991,1041,3321,11300,2354
2010/04/23,87200,13590,2000,1050,3300,11125,2350
2010/04/26,87125,13650,2080,1050,3425,11548,2394
2010/04/28,87130,13360,2000,1050,3317,11145,2361
2010/04/29,86550,13600,2035,1044,3367,11250,2416
2010/04/30,87182,13800,2043,1040,3367,11469,2426
2010/05/03,87200,13780,2036,1028,3390,11550,2430
2010/05/04,87123,13499,1999,1030,3325,11300,2390
2010/05/05,86900,13348,1954,1030,3250,11000,2372
2010/05/06,86800,13200,1985,1030,3290,11100,2347
2010/05/07,86600,12975,1875,1034,3081,10400,2299
2010/05/10,87000,13475,1985,1021,3299,10935,2400
2010/05/11,86875,13300,2020,1030,3315,11020,2371
2010/05/12,87000,13425,2080,1030,3484,11377,2454
2010/05/13,87000,13350,2050,1030,3475,11349,2450
2010/05/14,86601,13000,1990,1021,3365,10981,2376
2010/05/17,86600,13075,1972,1021,3350,10999,2400
2010/05/18,86700,13155,2015,1030,3415,11135,2455
2010/05/19,86000,13140,2000,1020,3440,11000,2390
2010/05/20,85500,12500,1900,1030,3273,10415,2335
2010/05/21,86000,12265,1915,1023,3272,10504,2306
2010/05/24,85001,12540,1960,1020,3420,10924,2385
2010/05/25,84000,12230,1900,1015,3300,10415,2300
2010/05/26,84101,13100,1956,1030,3441,10752,2290
2010/05/27,84500,13070,1970,1028,3470,10708,2368
2010/05/28,85000,13077,1960,1030,3413,10695,2365
2010/05/31,84800,13233,1944,1020,3374,10560,2361
2010/06/01,84800,13050,1944,1020,3320,10605,2305
2010/06/02,85000,13388,1996,1025,3370,10776,2330
2010/06/03,85000,13049,1936,1030,3305,10632,2326
2010/06/04,85000,12650,1906,1030,3220,10400,2300
2010/06/07,85000,12400,1860,1027,3120,10299,2241
2010/06/08,85000,12400,1806,1030,3003,10170,2200
2010/06/09,85001,12545,1865,1030,3050,10300,2270
2010/06/10,85050,12744,1899,1021,3138,10395,2300
2010/06/11,85050,12530,1857,1030,3075,10300,2281
2010/06/14,86500,12800,1900,1030,3235,10500,2320
2010/06/15,86000,13000,1940,1030,3270,10550,2377
2010/06/17,86000,13055,1967,1024,3295,10500,2401
2010/06/18,86000,13129,1895,1030,3285,10646,2380
2010/06/21,85800,13139,1898,1030,3278,10625,2394
2010/06/22,85850,12900,1938,1025,3300,10784,2400
2010/06/23,85500,12870,1900,1030,3289,10670,2410
2010/06/24,85610,12807,1900,1025,3240,10550,2397
2010/06/25,85601,12845,1886,1021,3280,10450,2400
2010/06/28,85700,12780,1900,1021,3270,10400,2400
2010/06/29,86000,12500,1870,1030,3240,10466,2340
2010/06/30,85800,12189,1806,1022,3120,10239,2286
2010/07/01,85800,12325,1817,1030,3177,10200,2320
2010/07/02,85602,12519,1861,1030,3184,10325,2343
2010/07/05,85800,12465,1860,1040,3174,10400,2315
2010/07/06,86000,12800,1908,1060,3290,10700,2395
2010/07/07,86000,12750,1930,1030,3312,10920,2400
2010/07/08,86000,12670,1965,1040,3358,11000,2400
2010/07/09,85800,12589,1971,1040,3358,11087,2408
2010/07/12,86500,12590,1960,1050,3360,11017,2394
2010/07/13,86000,12475,2005,1055,3410,11200,2416
2010/07/14,86200,12650,1984,1055,3414,11100,2427
2010/07/15,86400,12877,1954,1060,3354,11010,2406
2010/07/16,86400,12772,1980,1056,3379,11157,2410
2010/07/19,86400,12870,1960,1070,3400,11050,2387
2010/07/20,87000,12918,1971,1080,3371,10990,2419
2010/07/21,87445,13100,2015,1100,3475,11300,2438
2010/07/22,88500,13350,2052,1100,3530,11495,2502
2010/07/23,88500,13300,2062,1100,3558,11621,2515
2010/07/26,89000,13400,2080,1100,3551,11700,2501
2010/07/27,89000,13525,2040,1100,3509,11700,2538
2010/07/28,89000,13399,2035,1100,3470,11441,2508
2010/07/29,89000,13574,2040,1090,3479,11518,2500
2010/07/30,89000,13249,2025,1100,3450,11350,2502
2010/08/02,89200,13300,2060,1099,3500,11450,2512
2010/08/03,89164,13090,1992,1098,3365,11100,2515
2010/08/04,88500,13167,1959,1095,3293,11000,2492
2010/08/05,88500,13300,1952,1098,3310,10960,2502
2010/08/06,87500,13223,1944,1099,3280,10750,2488
2010/08/10,88000,13010,1905,1100,3250,10694,2440
2010/08/11,89100,12975,1855,1092,3180,10550,2367
2010/08/12,89500,13050,1872,1100,3162,10694,2375
2010/08/13,90000,13090,1866,1100,3157,10350,2382
2010/08/16,90000,13170,1876,1100,3167,10499,2356
2010/08/17,90000,13025,1905,1105,3243,10401,2389
2010/08/18,89700,13000,1860,1110,3135,10130,2335
2010/08/19,90000,12931,1865,1117,3160,10293,2330
2010/08/20,90100,12910,1845,1110,3126,10285,2319
2010/08/23,85500,13001,1904,1066,3232,10400,2333
2010/08/24,86508,13050,1885,1061,3205,10370,2311
2010/08/25,86000,12800,1858,1060,3180,10075,2293
2010/08/26,86200,12925,1875,1061,3219,10200,2299
2010/08/27,86450,12900,1857,1060,3219,10154,2301
2010/08/30,86399,13125,1885,1056,3288,10350,2357
2010/08/31,86385,13620,1933,1065,3333,10453,2328
2010/09/01,86250,13750,2014,1050,3429,10695,2413
2010/09/02,86390,13791,1981,1060,3422,10682,2410
2010/09/03,86400,13812,1995,1052,3397,10700,2419
2010/09/06,86300,13800,1993,1060,3430,10512,2395
2010/09/07,86300,13550,1950,1055,3335,10260,2400
2010/09/08,86132,13533,1976,1040,3387,10361,2424
2010/09/09,86200,13530,1996,1045,3440,10260,2400
2010/09/10,86300,13650,2019,1035,3459,10340,2400
2010/09/13,86300,14092,2055,1030,3511,10590,2475
2010/09/14,86300,14100,2017,1030,3491,10400,2519
2010/09/15,86600,14096,2021,1030,3500,10631,2497
2010/09/16,86600,13985,2010,1040,3490,10410,2496
2010/09/17,86700,13950,2000,1045,3461,10490,2440
2010/09/20,86690,14050,2030,1060,3562,10737,2498
2010/09/21,86500,14215,2050,1031,3577,10700,2527
2010/09/22,86500,14175,2050,1058,3540,10590,2528
2010/09/23,86325,14280,2062,1055,3590,10555,2516
2010/09/27,86400,14696,2101,1050,3680,10834,2549
2010/09/28,86350,14701,2092,1061,3680,10900,2585
2010/09/29,86400,14646,2118,1068,3734,10889,2583
2010/09/30,86400,14716,2146,1068,3795,11100,2630
2010/10/01,86320,14650,2108,1050,3770,10865,2600
2010/10/04,86300,14527,2115,1055,3740,10891,2602
2010/10/05,86300,14599,2131,1060,3780,10969,2605
2010/10/06,86351,14460,2117,1063,3790,10911,2618
2010/10/07,86645,14300,2082,1067,3697,10838,2569
2010/10/08,86650,14350,2098,1075,3754,10875,2550
2010/10/11,86460,14410,2054,1070,3705,10800,2590
2010/10/12,86421,14620,2069,1065,3736,10729,2610
2010/10/13,86500,14798,2111,1065,3782,11098,2620
2010/10/14,86800,14890,2085,1065,3717,11049,2620
2010/10/15,86650,14875,2070,1078,3648,10920,2611
2010/10/18,86650,14820,2066,1070,3686,10922,2615
2010/10/19,86500,15000,2072,1068,3695,10741,2608
2010/10/20,86200,15125,2070,1065,3629,10700,2600
2010/10/21,86650,15150,2087,1080,3715,10715,2640
2010/10/22,86700,15020,2065,1070,3635,10531,2599
2010/10/25,87600,14869,2038,1075,3596,10550,2600
2010/10/26,87000,14751,2040,1078,3645,10460,2610
2010/10/27,88000,14899,2015,1070,3605,10375,2588
2010/10/28,86700,14895,2042,1072,3650,10323,2605
2010/10/29,86700,14943,2061,1072,3614,10330,2626
2010/11/01,87000,14932,2093,1072,3685,10450,2669
2010/11/02,88500,14991,2095,1075,3635,10418,2690
2010/11/03,88200,15100,2140,1080,3700,10420,2723
2010/11/04,87100,15083,2200,1085,3679,10550,2701
2010/11/05,87100,15150,2230,1070,3675,10490,2704
2010/11/08,87000,15325,2210,1070,3695,10525,2700
2010/11/09,87000,15254,2230,1082,3712,10592,2705
2010/11/10,86550,15287,2195,1080,3750,10505,2732
2010/11/11,86550,15099,2196,1080,3680,10321,2685
2010/11/12,86700,15249,2253,1090,3713,10518,2690
2010/11/15,87500,15075,2247,1074,3655,10500,2690
2010/11/16,87500,15069,2229,1080,3638,10400,2668
2010/11/17,87500,15310,2220,1080,3647,10771,2669
2010/11/18,87550,15700,2157,1078,3626,10614,2675
2010/11/19,87900,15500,2123,1073,3595,10556,2683
2010/11/22,87150,15677,2125,1075,3564,10525,2674
2010/11/23,87150,15321,2081,1076,3515,10469,2623
2010/11/24,87171,15400,2119,1080,3603,10480,2646
2010/11/25,87175,15500,2115,1076,3631,10495,2632
2010/11/26,87400,15370,2102,1080,3650,10529,2630
2010/11/29,87200,15150,2050,1080,3584,10380,2616
2010/11/30,87000,15082,2005,1074,3531,10203,2596
2010/12/01,87025,15399,2029,1080,3550,10351,2623
2010/12/02,86700,15735,2044,1070,3549,10188,2670
2010/12/03,86800,15706,2084,1057,3639,10128,2685
2010/12/06,86800,15815,1864,1060,3601,10145,2677
2010/12/07,86850,15550,1860,1075,3555,10116,2660
2010/12/08,86800,15619,1843,1067,3619,10155,2683
2010/12/09,86810,15595,1875,1060,3635,10200,2711
2010/12/10,86800,15492,1842,1058,3587,10271,2711
2010/12/13,86820,15500,1830,1065,3565,10250,2695
2010/12/14,87400,15600,1865,1065,3560,10250,2713
2010/12/15,87400,15600,1880,1070,3694,10543,2729
2010/12/17,87200,15726,1857,1070,3800,10500,2746
2010/12/20,87300,15800,1870,1090,3760,10407,2765
2010/12/21,87450,15600,1899,1072,3825,10590,2795
2010/12/22,87300,15915,1910,1075,3858,10610,2785
2010/12/23,87320,15900,1921,1075,3880,10685,2758
2010/12/24,87400,15800,1911,1075,3831,10650,2734
2010/12/28,87300,15800,1930,1075,3870,10615,2764
2010/12/29,87300,15902,1935,1070,3861,10630,2750
2010/12/30,86820,15701,1949,1072,3850,10750,2775
2010/12/31,86820,15675,1951,1070,3850,10755,2792
2011/01/03,86800,15700,1971,1068,3865,10950,2799
2011/01/04,87300,15754,1989,1069,3886,10932,2800
2011/01/05,87300,15735,2000,1070,3925,10931,2800
2011/01/06,87200,15680,2015,1079,3955,11000,2805
2011/01/07,87040,15849,1998,1075,3900,10790,2795
2011/01/10,87040,15600,1996,1060,3910,10638,2765
2011/01/11,87040,15577,2059,1055,3969,10800,2804
2011/01/12,87200,15841,2090,1070,3970,10843,2818
2011/01/13,87250,15928,2105,1060,3985,10856,2798
2011/01/14,87100,16074,2081,1065,3960,10700,2796
2011/01/17,87200,15800,2037,1070,3920,10660,2790
2011/01/18,87050,15784,2031,1070,3931,10699,2806
2011/01/19,87200,15716,2000,1065,3911,10550,2785
2011/01/20,87000,15575,1995,1064,3853,10400,2737
2011/01/21,87000,15600,1995,1060,3872,10633,2770
2011/01/24,87000,15545,1984,1050,3859,10580,2765
2011/01/25,86911,15495,1992,1060,3870,10554,2768
2011/01/26,87100,15524,1986,1050,3820,10560,2765
2011/01/27,86900,15598,2000,1070,3927,10785,2800
2011/01/28,86900,15350,1955,1070,3899,10560,2753
2011/01/31,86820,15350,1949,1075,3837,10522,2720
2011/02/01,86850,15405,1963,1050,3850,10450,2835
2011/02/02,86600,15769,1990,1046,3875,10625,2785
2011/02/03,86500,15711,2002,1060,3870,10725,2735
2011/02/04,86000,15577,1963,1060,3829,10642,2735
2011/02/07,86000,15500,1935,1055,3755,10399,2722
2011/02/08,86000,15520,1930,1060,3716,10300,2690
2011/02/09,86100,15450,1912,1066,3700,10300,2699
2011/02/10,86100,15320,1893,1061,3661,10119,2671
2011/02/11,86101,15627,1945,1069,3715,10369,2716
2011/02/14,86255,15855,1973,1070,3735,10287,2722
2011/02/15,87000,15670,1975,1070,3748,10185,2709
2011/02/16,86900,15750,2001,1050,3757,10175,2729
2011/02/17,86650,15849,2005,1085,3774,10185,2725
2011/02/18,86650,15700,1990,1060,3775,10193,2731
2011/02/21,86650,15895,2005,1041,3837,10265,2785
2011/02/22,86650,15470,1970,1041,3783,10140,2762
2011/02/23,86500,15501,1937,1045,3700,9950,2677
2011/02/24,87000,15375,1901,1040,3727,9870,2652
2011/02/25,86527,15700,1951,1040,3835,10000,2710
2011/02/28,86450,15601,1959,1041,3844,9985,2705
2011/03/01,86400,15370,1930,1032,3790,9885,2668
2011/03/02,86400,15490,1929,1031,3784,9924,2732
2011/03/03,86470,15413,1936,1032,3750,9880,2757
2011/03/04,86298,15435,1942,1032,3800,9870,2738
2011/03/07,83000,15450,1906,1030,2640,9918,2776
2011/03/08,82780,15308,1930,1015,2600,9775,2785
2011/03/09,82599,15000,1934,1012,2610,9750,2750
2011/03/10,82500,14484,1890,1006,2538,9610,2663
2011/03/11,81990,14519,1903,1010,2544,9733,2703
2011/03/14,81884,14700,1898,1030,2535,9765,2709
2011/03/15,81495,14200,1828,1025,2438,9497,2656
2011/03/16,80100,14450,1857,1000,2512,9650,2651
2011/03/17,80000,14231,1911,1000,2538,9734,2649
2011/03/18,80200,14055,1870,970,2493,9737,2642
2011/03/22,80401,14220,1868,986,2533,9837,2691
2011/03/23,81000,14480,1919,1000,2550,9880,2692
2011/03/24,81700,14801,1945,1020,2575,9900,2720
2011/03/25,82500,14990,1928,1036,2614,9930,2730
2011/03/28,83100,14655,1890,1035,2575,9980,2740
2011/03/29,84100,14799,1929,1045,2609,10236,2725
2011/03/30,84500,14985,1990,1035,2698,10475,2750
2011/03/31,85700,14866,2010,1035,2800,10400,2760
2011/04/01,85800,15199,2038,1025,2779,10551,2788
2011/04/04,85000,15041,2035,1017,2754,10390,2761
2011/04/05,85400,15129,2052,1010,2779,10418,2768
2011/04/06,85400,15065,2065,1025,2928,10420,2806
2011/04/07,85100,15000,2045,1040,2806,10437,2789
2011/04/08,83600,15040,2028,1014,2821,10199,2785
2011/04/11,84500,15099,2030,1025,2847,10130,2779
2011/04/12,84500,14853,2018,1015,2839,10103,2765
2011/04/13,85000,14668,2027,1035,2784,10048,2775
2011/04/14,84500,14850,1986,1035,2691,10050,2797
2011/04/15,84200,14589,1939,1015,2665,9900,2782
2011/04/18,83700,14118,1902,1000,2550,9623,2736
2011/04/19,83360,14250,1935,1000,2618,9754,2775
2011/04/20,83300,14974,1995,1000,2708,10020,2748
2011/04/21,83300,14969,2010,1000,2701,10055,2710
2011/04/26,83000,15060,2050,980,2798,10225,2759
2011/04/28,83000,15284,2060,985,2813,10176,2765
2011/04/29,83000,15148,2066,990,2833,10303,2816
2011/05/03,82000,15116,2008,975,2773,10223,2703
2011/05/04,83000,15050,1972,1000,2686,10051,2676
2011/05/05,82500,15025,1970,1019,2660,9834,2688
2011/05/06,82510,14870,2009,1019,2710,10049,2720
2011/05/09,83000,15028,1993,1020,2710,9915,2693
2011/05/10,83400,15128,2008,1025,2765,10129,2741
2011/05/11,83500,15100,1999,1033,2750,9963,2750
2011/05/12,83520,14994,1970,1025,2700,9864,2736
2011/05/13,83535,15076,1980,1027,2725,9980,2718
2011/05/16,83555,15016,2008,1025,2748,10035,2738
2011/05/17,84000,14911,1985,1023,2724,9959,2707
2011/05/19,83700,15040,2001,1009,2740,9989,2738
2011/05/20,84100,15100,1981,1009,2701,9986,2731
2011/05/23,83905,14679,1941,995,2638,9835,2691
2011/05/24,83910,14993,2000,1000,2723,10020,2694
2011/05/25,83910,14849,1975,990,2690,9920,2698
2011/05/26,83915,14875,2000,980,2745,10050,2705
2011/05/27,83910,15199,2021,1000,2763,10225,2754
2011/05/30,84400,15118,2025,990,2740,10190,2770
2011/05/31,84320,15466,2050,1000,2820,10250,2782
2011/06/01,84200,15466,2027,996,2799,10130,2774
2011/06/02,84100,15400,2018,995,2730,9995,2768
2011/06/03,84500,15024,1980,1000,2682,9905,2716
2011/06/06,84001,14799,1978,1000,2666,9850,2724
2011/06/07,84420,15240,1980,1000,2675,9930,2763
2011/06/08,84452,15020,1979,1005,2670,9899,2729
2011/06/09,83950,14994,1978,1000,2650,9811,2720
2011/06/10,83605,14910,1949,995,2600,9720,2710
2011/06/13,83700,14849,1962,1005,2590,9695,2705
2011/06/14,84200,14700,1956,1030,2589,9535,2685
2011/06/15,84200,14851,1940,1029,2590,9649,2679
2011/06/17,84000,14502,1938,1010,2645,9605,2694
2011/06/20,84000,14450,1924,1010,2580,9673,2700
2011/06/21,84000,14730,1935,1010,2569,9780,2707
2011/06/22,84000,14525,1910,1011,2543,9635,2675
2011/06/23,83900,14325,1884,1033,2503,9600,2645
2011/06/24,84001,14597,1921,1036,2520,9714,2693
2011/06/27,83800,14550,1902,1030,2555,9723,2695
2011/06/28,84580,14849,1934,1035,2595,9899,2720
2011/06/29,85000,15145,1982,1040,2625,9999,2748
2011/06/30,85000,15050,1985,1042,2665,9997,2756
2011/07/01,84800,15300,1980,1040,2680,10100,2749
2011/07/04,84400,15393,1979,1036,2680,10119,2771
2011/07/05,84400,15454,2020,1043,2715,10220,2780
2011/07/06,84000,16200,2020,1041,2715,10100,2775
2011/07/07,84300,16250,2005,1044,2680,10146,2775
2011/07/08,84000,16300,1950,1037,2653,10077,2765
2011/07/11,84000,16421,1940,1045,2630,10000,2763
2011/07/12,84300,16600,1940,1045,2640,10091,2761
2011/07/13,84800,16730,1945,1040,2630,10149,2770
2011/07/14,85000,16580,1970,1025,2640,10199,2766
2011/07/15,84400,16724,1976,1024,2660,10085,2767
2011/07/18,84500,16459,1947,1025,2611,9925,2756
2011/07/19,84400,16290,1960,1015,2607,9900,2759
2011/07/20,90000,16000,1971,1015,2620,9881,2770
2011/07/21,84500,16238,1979,1015,2640,10006,2770
2011/07/22,84500,16100,1951,1004,2590,9760,2759
2011/07/25,84005,16150,1980,996,2621,9890,2782
2011/07/26,84020,16070,1959,995,2607,9850,2768
2011/07/27,84100,15800,1960,995,2609,9715,2760
2011/07/28,84116,15750,1950,1005,2556,9705,2730
2011/07/29,84500,15689,1927,1006,2525,9735,2704
2011/08/01,84500,16092,1953,1015,2548,9700,2734
2011/08/02,84500,15702,1922,1020,2530,9645,2683
2011/08/03,84400,15300,1898,1030,2496,9545,2620
2011/08/04,84200,14595,1837,1030,2417,9360,2530
2011/08/05,84050,14850,1867,1020,2437,9374,2488
2011/08/08,84050,14814,1790,1013,2338,9029,2481
2011/08/10,84500,14580,1806,1018,2304,9050,2498
2011/08/11,84500,14961,1881,1025,2385,9450,2578
2011/08/12,85499,15034,1917,1040,2463,9554,2612
2011/08/15,84549,15617,1936,1040,2465,9690,2641
2011/08/16,84300,15317,1917,1030,2411,9416,2591
2011/08/17,84200,15500,1937,1030,2449,9592,2625
2011/08/18,84300,14700,1900,1010,2411,9249,2568
2011/08/19,86000,14691,1927,1025,2418,9509,2599
2011/08/22,82022,14705,1949,1000,2464,9501,2620
2011/08/23,81678,14590,1901,1005,2433,9500,2586
2011/08/24,81550,14850,1937,1005,2421,9634,2610
2011/08/25,81800,14350,1931,1005,2431,9310,2526
2011/08/26,81950,14349,1930,1000,2454,9449,2545
2011/08/29,83300,15020,2029,1000,2524,9883,2665
2011/08/30,82000,15012,1999,1000,2529,9845,2632
2011/08/31,82100,15690,2022,1000,2545,9980,2735
2011/09/01,82100,16301,2038,996,2569,10001,2724
2011/09/02,82100,15592,1997,1005,2490,9675,2685
2011/09/05,83000,15127,1986,995,2472,9554,2650
2011/09/06,82300,14735,1930,999,2407,9207,2555
2011/09/07,82001,15701,2015,1000,2510,9676,2695
2011/09/08,83000,15840,2091,1000,2606,9750,2782
2011/09/09,83000,15347,2050,1000,2569,9511,2720
2011/09/12,82502,14958,2005,1000,2535,9430,2665
2011/09/13,83000,14900,2060,1000,2585,9600,2724
2011/09/14,82805,15370,2094,1003,2678,9718,2720
2011/09/15,82900,15520,2096,1005,2686,9879,2784
2011/09/16,83000,15657,2060,1010,2655,9668,2750
2011/09/19,82800,15325,2032,1012,2591,9589,2721
2011/09/20,83000,15290,2025,1017,2624,9591,2769
2011/09/21,83000,15397,2043,1005,2615,9725,2769
2011/09/22,83229,14592,2006,1019,2505,9371,2660
2011/09/23,82700,14280,1964,1015,2456,9286,2618
2011/09/26,82750,14366,1965,1013,2499,9246,2609
2011/09/27,82800,14949,2039,1020,2565,9576,2706
2011/09/28,84000,14680,2031,1021,2610,9612,2728
2011/09/29,83450,14250,1970,1025,2534,9265,2663
2011/09/30,83000,14970,1960,1025,2539,9279,2705
2011/10/03,83200,14955,1979,1026,2539,9359,2735
2011/10/04,83500,14420,1931,1026,2470,9262,2630
2011/10/05,84000,14553,1981,1045,2570,9302,2648
2011/10/06,84300,14550,2020,1050,2591,9412,2658
2011/10/07,86500,14749,2065,1075,2620,9624,2675
2011/10/10,86550,15030,1985,1050,2554,9700,2746
2011/10/11,86490,15400,2010,1070,2516,9650,2760
2011/10/12,86511,15300,2014,1035,2527,9658,2785
2011/10/13,86499,15386,2004,1040,2501,9735,2781
2011/10/14,86000,15401,1989,1040,2495,9760,2778
2011/10/17,86000,15350,1996,1040,2493,9703,2800
2011/10/18,86000,15448,1960,1040,2462,9634,2828
2011/10/19,86280,15400,1925,1050,2478,9600,2835
2011/10/20,86100,15100,1905,1050,2425,9555,2826
2011/10/21,86000,15060,1975,1050,2478,9600,2889
2011/10/24,86500,15365,1939,1060,2468,9724,2870
2011/10/25,86800,15418,1990,1060,2524,9775,2890
2011/10/26,86605,15419,1951,1060,2505,9735,2894
2011/10/27,86800,15761,1974,1069,2524,9807,2935
2011/10/28,86800,16100,1980,1070,2500,9940,2985
2011/10/31,86600,15810,1974,1051,2505,9780,2965
2011/11/01,86600,15600,1926,1054,2421,9694,2930
2011/11/02,86600,15599,1955,1060,2515,9640,2929
2011/11/03,86650,15975,1958,1073,2515,9616,2944
2011/11/04,87000,15350,1935,1072,2508,9401,2868
2011/11/07,87200,15900,1985,1075,2587,9704,2935
2011/11/08,87300,15769,1984,1080,2595,9670,2938
2011/11/09,87300,15413,1952,1075,2549,9480,2880
2011/11/10,87300,15399,1956,1065,2544,9574,2897
2011/11/11,87300,15453,1962,1072,2536,9516,2885
2011/11/14,87300,15550,1955,1075,2529,9515,2853
2011/11/15,87300,15549,1981,1075,2587,9545,2922
2011/11/16,87160,15677,1988,1066,2592,9660,2935
2011/11/17,87200,15780,1982,1075,2572,9600,2949
2011/11/18,87181,15555,1935,1070,2501,9425,2875
2011/11/21,87300,15351,1890,1065,2451,9249,2817
2011/11/22,87210,15250,1920,1085,2461,9338,2810
2011/11/23,87400,14961,1911,1080,2444,9307,2775
2011/11/24,87250,15034,1950,1075,2492,9415,2829
2011/11/25,87350,14995,1930,1080,2475,9360,2834
2011/11/28,87350,15100,1990,1070,2580,9673,2896
2011/11/29,87450,14951,1931,1020,2510,9474,2837
2011/11/30,89900,15744,1931,1081,2620,9826,2998
2011/12/01,87600,15665,2008,1075,2614,9823,2954
2011/12/02,87400,15750,2007,1080,2600,9700,2966
2011/12/05,89500,15997,2048,1060,2659,10000,2996
2011/12/06,88800,15944,2018,1065,2641,9975,2981
2011/12/07,88800,15901,2040,1060,2667,10042,2975
2011/12/08,87800,15900,2040,1063,2675,10000,2980
2011/12/09,87805,15918,2055,1068,2672,9999,2932
2011/12/12,88000,15762,2034,1080,2670,9850,2928
2011/12/13,88025,15515,2047,1061,2686,9799,2926
2011/12/14,88225,15610,2017,1078,2630,9676,2880
2011/12/15,88425,15500,2076,1095,2633,9843,2892
2011/12/19,88990,15350,2055,1100,2660,9760,2861
2011/12/20,88991,15401,2045,1105,2635,9586,2850
2011/12/21,89050,15350,2026,1100,2630,9623,2839
2011/12/22,89050,15513,2054,1095,2672,9693,2862
2011/12/23,89052,15700,2067,1100,2699,9810,2890
2011/12/28,89055,15700,2105,1080,2739,10017,2881
2011/12/29,89300,15500,2089,1078,2744,9990,2893
2011/12/30,89900,15480,2088,1095,2730,9925,2885
2012/01/03,89800,15852,2114,1085,2768,10041,2962
2012/01/04,89210,15880,2105,1090,2785,10093,2969
2012/01/05,89252,16000,2103,1093,2812,9990,2973
2012/01/06,89800,16291,2140,1110,2848,10069,3006
2012/01/09,92000,16445,2133,1085,2835,9970,3015
2012/01/10,92000,16392,2135,1095,2821,10040,3002
2012/01/11,91892,16275,2133,1100,2835,10065,3031
2012/01/12,92000,16400,2177,1100,2870,10100,3022
2012/01/13,92300,16400,2155,1105,2847,10150,3040
2012/01/16,92700,16500,2172,1107,2850,10250,3036
2012/01/17,93000,16600,2190,1100,2899,10265,3075
2012/01/18,92900,16448,2235,1130,2924,10325,3090
2012/01/19,92879,16650,2269,1117,2970,10554,3095
2012/01/20,92538,16795,2280,1120,2989,10600,3059
2012/01/23,92700,16667,2285,1115,2996,10750,3079
2012/01/24,92675,16495,2266,1115,2951,10600,3035
2012/01/25,92490,16448,2220,1110,2925,10530,2989
2012/01/26,92700,16797,2241,1115,2950,10616,3010
2012/01/27,92239,16892,2264,1110,2950,10650,3030
2012/01/30,92200,16790,2238,1105,2918,10627,2995
2012/01/31,90000,16784,2255,1105,2911,10716,3018
2012/02/01,89600,17100,2290,1100,2996,10720,3073
2012/02/02,89700,17240,2300,1060,3025,10870,3101
2012/02/03,90000,17240,2320,1080,3054,10950,3116
2012/02/06,90000,16985,2275,1082,3022,10802,3073
2012/02/07,89999,17200,2284,1083,3042,10855,3085
2012/02/08,90000,17240,2299,1085,3048,10936,3095
2012/02/09,90000,17400,2329,1091,3090,10990,3100
2012/02/10,90000,17222,2285,1100,2994,10844,3048
2012/02/13,90150,17270,2287,1092,3015,11000,3049
2012/02/14,89600,17306,2265,1095,2985,11025,3035
2012/02/15,89600,17120,2285,1082,3013,11001,3040
2012/02/16,89600,17203,2264,1080,2995,10870,3000
2012/02/17,89600,17283,2294,1062,3028,10974,3010
2012/02/20,89505,17334,2290,1065,3027,11035,3035
2012/02/21,89600,17174,2302,1090,3040,11020,3039
2012/02/22,89000,16980,2273,1070,2996,10896,3040
2012/02/23,88080,17200,2348,1064,3071,11001,3033
2012/02/24,88600,17200,2474,1065,3186,11048,3088
2012/02/27,88199,17080,2396,1085,3132,10885,3050
2012/02/28,86900,17477,2425,1070,3168,10975,3109
2012/02/29,86900,17581,2390,1070,3125,11056,3086
2012/03/01,86650,17590,2463,1060,3195,11110,3095
2012/03/02,86650,17390,2445,1060,3195,10990,3108
2012/03/05,87550,17200,2440,1075,3197,10899,3150
2012/03/06,87650,16906,2389,1085,3115,10770,3043
2012/03/07,89000,17188,2391,1100,3150,10799,3050
2012/03/08,90000,17205,2424,1102,3180,10890,3129
2012/03/09,90012,17279,2426,1102,3200,10948,3217
2012/03/12,90025,17290,2433,1105,3200,10900,3215
2012/03/13,91000,17399,2460,1100,3228,11001,3235
2012/03/14,90200,17443,2485,1095,3270,11110,3288
2012/03/15,91100,17715,2487,1092,3268,11295,3287
2012/03/16,90500,17700,2400,1045,3150,11355,3250
2012/03/19,90100,17675,2375,1044,3160,11250,3250
2012/03/20,89500,17550,2360,1070,3122,11190,3250
2012/03/22,90200,17347,2329,1076,3051,11060,3250
